Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,antisymmetric property,attached_to,database_cross_reference,definition,depicts,has_obo_format_version,has_related_synonym,http://data.bioontology.org/metadata/obo/part_of,http://data.bioontology.org/metadata/prefixIRI,http://data.bioontology.org/metadata/treeView,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#default-relationship-id-prefix,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#namespace-id-rule,http://www.geneontology.org/formats/oboInOwl#remark,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,integral_part_of,part_of
http://purl.obolibrary.org/obo/HAO_0001619,valvillus,,The sclerite that articulates on the first valvula and projects into the egg/poison canal.,false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,The sclerite that articulates on the first valvula and projects into the egg/poison canal.,,,,http://purl.obolibrary.org/obo/HAO_0000339,,http://purl.obolibrary.org/obo/HAO_0000339,,,,,HAO:0001619,,,,valvillus,,HAO:0001619,,
http://purl.obolibrary.org/obo/HAO_0000573,mesoscutello-metanotal muscle,,The metanotal muscle that arises from the mesonotum and inserts on the metanotum.,false,,,http://purl.obolibrary.org/obo/HAO_0001718,,http://purl.obolibrary.org/obo/HAO_0000603|http://purl.obolibrary.org/obo/HAO_0000556,,The metanotal muscle that arises from the mesonotum and inserts on the metanotum.,,,mesonoto-metanotal muscle,,,,,,,,HAO:0000573,,,,mesoscutello-metanotal muscle,,HAO:0000573,,
http://purl.obolibrary.org/obo/HAO_0001259,mesotrochantero-mesofemoral joint,,"The monocondylic joint that is composed of the mesotrochanter, the mesofemur and the articular membrane of the mesotrochantero-mesofemoral joint.",false,,,http://purl.obolibrary.org/obo/HAO_0000638,,,,"The monocondylic joint that is composed of the mesotrochanter, the mesofemur and the articular membrane of the mesotrochantero-mesofemoral joint.",,,,http://purl.obolibrary.org/obo/HAO_0000636,,http://purl.obolibrary.org/obo/HAO_0000636,,,,,HAO:0001259,,,,mesotrochantero-mesofemoral joint,,HAO:0001259,,
http://purl.obolibrary.org/obo/HAO_0000223,corner,,The projection that is located at the intersection of two or more edges.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is located at the intersection of two or more edges.,,,,http://purl.obolibrary.org/obo/HAO_0000909,,http://purl.obolibrary.org/obo/HAO_0000909,,,,,HAO:0000223,,,,corner,,HAO:0000223,,
http://purl.obolibrary.org/obo/HAO_0001940,annulus of petiole,,The area that is located posteriorly of the transverse carina of the petiole.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is located posteriorly of the transverse carina of the petiole.,,,annulus,http://purl.obolibrary.org/obo/HAO_0000020,,http://purl.obolibrary.org/obo/HAO_0000020,,,,,HAO:0001940,,,,annulus of petiole,,HAO:0001940,,
http://purl.obolibrary.org/obo/HAO_0001676,scutum,,The area that is located on the alinotum and is situated anterior to the scutoscutellar suture.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is located on the alinotum and is situated anterior to the scutoscutellar suture.,,,,http://purl.obolibrary.org/obo/HAO_0000092,,http://purl.obolibrary.org/obo/HAO_0000092,,,,,HAO:0001676,,,,scutum,,HAO:0001676,,
http://purl.obolibrary.org/obo/HAO_0001951,median mesoscutal impression,,The median mesoscutal line that is an impression.,false,,,http://purl.obolibrary.org/obo/HAO_0000522|http://purl.obolibrary.org/obo/HAO_0000417,,,,The median mesoscutal line that is an impression.,,,,,,,,,,,HAO:0001951,,,,median mesoscutal impression,,HAO:0001951,,
http://purl.obolibrary.org/obo/HAO_0001687,rod-like sensilla,,The sensillum that is rod-like and located on the distal labial palp segment.,false,,,http://purl.obolibrary.org/obo/HAO_0000933,,,,The sensillum that is rod-like and located on the distal labial palp segment.,,,,http://purl.obolibrary.org/obo/HAO_0000450,,http://purl.obolibrary.org/obo/HAO_0000450,,,,,HAO:0001687,,,,rod-like sensilla,,HAO:0001687,,
http://purl.obolibrary.org/obo/HAO_0001962,ventral keel of petiole,,The carina that is median and extends ventrally along the petiole.,false,,,http://purl.obolibrary.org/obo/HAO_0000188,,,,The carina that is median and extends ventrally along the petiole.,,,,http://purl.obolibrary.org/obo/HAO_0000020,,http://purl.obolibrary.org/obo/HAO_0000020,,,,,HAO:0001962,,,,ventral keel of petiole,,HAO:0001962,,
http://purl.obolibrary.org/obo/HAO_0001698,mesofurco-propleural arm muscle,,The propleural muscle that arises form the mesofurca.,false,,,http://purl.obolibrary.org/obo/HAO_0001697,,http://purl.obolibrary.org/obo/HAO_0000856|http://purl.obolibrary.org/obo/HAO_0000547,,The propleural muscle that arises form the mesofurca.,,,fu2-ppa|mesofurco-propleural arm,,,,,,,,HAO:0001698,,,,mesofurco-propleural arm muscle,,HAO:0001698,,
http://purl.obolibrary.org/obo/HAO_0001629,mesotrochantero-mesobasalar muscle,,The mesobasalar muscle that arises from the mesotrochanter.,false,,,http://purl.obolibrary.org/obo/HAO_0001784,,http://purl.obolibrary.org/obo/HAO_0000542|http://purl.obolibrary.org/obo/HAO_0001130,,The mesobasalar muscle that arises from the mesotrochanter.,,,tr2-ba2|mesotrochantero-mesobasalar,,,,,,,,HAO:0001629,,,,mesotrochantero-mesobasalar muscle,,HAO:0001629,,
http://purl.obolibrary.org/obo/HAO_0000572,mesoscutellar-axillar complex,,The area that is located posteriorly of the transscutal line and is composed of the axillae and the mesoscutellum.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is located posteriorly of the transscutal line and is composed of the axillae and the mesoscutellum.,,,scutellar-axillar complex|scutellum,http://purl.obolibrary.org/obo/HAO_0000556,,http://purl.obolibrary.org/obo/HAO_0000556,,,,,HAO:0000572,,,,mesoscutellar-axillar complex,,HAO:0000572,,
http://purl.obolibrary.org/obo/HAO_0000583,mesothorax,,The thoracic segment that is located between the prothorax and the metathorax and is delimited by the mesopectus and the mesonotum.,false,,,http://purl.obolibrary.org/obo/HAO_0001013,,,,The thoracic segment that is located between the prothorax and the metathorax and is delimited by the mesopectus and the mesonotum.,,,,http://purl.obolibrary.org/obo/HAO_0000883,,http://purl.obolibrary.org/obo/HAO_0000883,,,,,HAO:0000583,,,,mesothorax,,HAO:0000583,,
http://purl.obolibrary.org/obo/HAO_0000234,cranium,,"The sclerite that is articulated with the cervical prominence, the scapes and the mandibles.",false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,"The sclerite that is articulated with the cervical prominence, the scapes and the mandibles.",,,,http://purl.obolibrary.org/obo/HAO_0000397|http://purl.obolibrary.org/obo/HAO_0000398,,http://purl.obolibrary.org/obo/HAO_0000397|http://purl.obolibrary.org/obo/HAO_0000398,,,,,HAO:0000234,,,,cranium,,HAO:0000234,,
http://purl.obolibrary.org/obo/HAO_0002226,postmento-premental hinge,,The conjunctiva that is between the postmentum and prementum.,false,,,http://purl.obolibrary.org/obo/HAO_0000221,,,,The conjunctiva that is between the postmentum and prementum.,,,,http://purl.obolibrary.org/obo/HAO_0000453,,http://purl.obolibrary.org/obo/HAO_0000453,,,,,HAO:0002226,,,,postmento-premental hinge,,HAO:0002226,,
http://purl.obolibrary.org/obo/HAO_0002237,first intrinsic muscle of the labial palp,,The muscle that arises from the first sclerite of the labial palp and inserts on the second sclerite of the labial palp.,false,,,http://purl.obolibrary.org/obo/HAO_0000641,,http://purl.obolibrary.org/obo/HAO_0002194|http://purl.obolibrary.org/obo/HAO_0002195,,The muscle that arises from the first sclerite of the labial palp and inserts on the second sclerite of the labial palp.,,,,,,,,,,,HAO:0002237,,,,first intrinsic muscle of the labial palp,,HAO:0002237,,
http://purl.obolibrary.org/obo/HAO_0002284,propodeo-second abdominal segment muscle,,The muscle that arises from the propodeum and inserts laterally on the second abdominal segment.,false,,,http://purl.obolibrary.org/obo/HAO_0001118,,http://purl.obolibrary.org/obo/HAO_0000604|http://purl.obolibrary.org/obo/HAO_0000020,,The muscle that arises from the propodeum and inserts laterally on the second abdominal segment.,,,,,,,,,,,HAO:0002284,,,,propodeo-second abdominal segment muscle,,HAO:0002284,,
http://purl.obolibrary.org/obo/HAO_0002295,pronoto-mesoscutal suture,,The line of separation between the pronotum and the mesoscutum.,false,,,http://purl.obolibrary.org/obo/HAO_0001395,,,,The line of separation between the pronotum and the mesoscutum.,,,,http://purl.obolibrary.org/obo/HAO_0000576,,http://purl.obolibrary.org/obo/HAO_0000576,,,,,HAO:0002295,,,,pronoto-mesoscutal suture,,HAO:0002295,,
http://purl.obolibrary.org/obo/HAO_0001338,posterior proximal process of the mesobasitarsus,,The process that is located posteriorly on the proximal margin of the mesobasitarsus and corresponds to the site of insertion of the posterior mesotibio-mesobasitarsal muscle.,false,,,http://purl.obolibrary.org/obo/HAO_0000822,,,,The process that is located posteriorly on the proximal margin of the mesobasitarsus and corresponds to the site of insertion of the posterior mesotibio-mesobasitarsal muscle.,,,,http://purl.obolibrary.org/obo/HAO_0001133,,http://purl.obolibrary.org/obo/HAO_0001133,,,,,HAO:0001338,,,,posterior proximal process of the mesobasitarsus,,HAO:0001338,,
http://purl.obolibrary.org/obo/HAO_0002273,proximodistal anatomical line,,The anatomical line that extends between the proximal and distal margins of an anatomical structure.,false,,,http://purl.obolibrary.org/obo/HAO_0000008,,,,The anatomical line that extends between the proximal and distal margins of an anatomical structure.,,,,,,,,,,,HAO:0002273,,,,proximodistal anatomical line,,HAO:0002273,,
http://purl.obolibrary.org/obo/HAO_0000928,second valvula,,The area of the second valvifer-second valvula-third valvula complex that is distal to the basal articulation and to the processus musculares and is limited medially by the median body axis.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area of the second valvifer-second valvula-third valvula complex that is distal to the basal articulation and to the processus musculares and is limited medially by the median body axis.,,,rinne|eileiter|acus|stylet|sheath|internal sheaths|back piece|stachelrinne|corps tige et deux branches|support|gorgeret|mittlere gonapophysen|stachelschiene|gouttiere lamellaire|second gonapophysis|ovipositor stylet|schienenrinne|branche et tige,http://purl.obolibrary.org/obo/HAO_0002175,,http://purl.obolibrary.org/obo/HAO_0002175,,,,,HAO:0000928,,,,second valvula,,HAO:0000928,,
http://purl.obolibrary.org/obo/HAO_0000939,sitophore,,The sclerite that is located in the proximal part of the hypopharygeal wall delimited distally by the functional mouth and proximally by the proximal boundary of the cibarium. The tentorio-hypopharyngeal muscle inserts on the proximal margin of the sitophore.,false,,,http://purl.obolibrary.org/obo/HAO_0000909,,,,The sclerite that is located in the proximal part of the hypopharygeal wall delimited distally by the functional mouth and proximally by the proximal boundary of the cibarium. The tentorio-hypopharyngeal muscle inserts on the proximal margin of the sitophore.,,,,http://purl.obolibrary.org/obo/HAO_0000409,,http://purl.obolibrary.org/obo/HAO_0000409,,,,,HAO:0000939,,,,sitophore,,HAO:0000939,,
http://purl.obolibrary.org/obo/HAO_0001874,abdominal tergite 10,,The tergite that is located on the abdominal tergum 10.,false,,,http://purl.obolibrary.org/obo/HAO_0001005,,,,The tergite that is located on the abdominal tergum 10.,,,,http://purl.obolibrary.org/obo/HAO_0000052,,http://purl.obolibrary.org/obo/HAO_0000052,,,,,HAO:0001874,,,,abdominal tergite 10,,HAO:0001874,,
http://purl.obolibrary.org/obo/HAO_0001525,groove,,The line that is located on the sclerite and is impressed.,false,,,http://purl.obolibrary.org/obo/HAO_0001586,,,,The line that is located on the sclerite and is impressed.,,,,http://purl.obolibrary.org/obo/HAO_0000909,,http://purl.obolibrary.org/obo/HAO_0000909,,,,,HAO:0001525,,,,groove,,HAO:0001525,,
http://purl.obolibrary.org/obo/HAO_0001536,4th abdominal spiracle,,The abdominal spiracle that is located in the abdominal segment 4.,false,,,http://purl.obolibrary.org/obo/HAO_0001424,,,,The abdominal spiracle that is located in the abdominal segment 4.,,,,http://purl.obolibrary.org/obo/HAO_0000023,,http://purl.obolibrary.org/obo/HAO_0000023,,,,,HAO:0001536,,,,4th abdominal spiracle,,HAO:0001536,,
http://purl.obolibrary.org/obo/HAO_0002260,anterodistal notch of the fore wing,,"The notch that is on the anterior wing margin, is adacent to the anterior end of the poststigmal fold line.",false,,,http://purl.obolibrary.org/obo/HAO_0000648,,,,"The notch that is on the anterior wing margin, is adacent to the anterior end of the poststigmal fold line.",,,,http://purl.obolibrary.org/obo/HAO_0000351,,http://purl.obolibrary.org/obo/HAO_0000351,,,,,HAO:0002260,,,,anterodistal notch of the fore wing,,HAO:0002260,,
http://purl.obolibrary.org/obo/HAO_0000975,subpleural signum,,The signum that is located submedially on the ventral face of the mesopleuron. The subpleural signum corresponds to the site of origin of the first mesopleuro-mesonotal (pl2-t2a) muscle.,false,,,http://purl.obolibrary.org/obo/HAO_0000938,,,,The signum that is located submedially on the ventral face of the mesopleuron. The subpleural signum corresponds to the site of origin of the first mesopleuro-mesonotal (pl2-t2a) muscle.,,,,http://purl.obolibrary.org/obo/HAO_0000557,,http://purl.obolibrary.org/obo/HAO_0000557,,,,,HAO:0000975,,,,subpleural signum,,HAO:0000975,,
http://purl.obolibrary.org/obo/HAO_0000626,metasoma,,The tagma that is connected anteriorly to the metapectal-propodeal complex at the propodeal foramen and consists of abdominal segments.,false,,,http://purl.obolibrary.org/obo/HAO_0000988|http://purl.obolibrary.org/obo/HAO_0000041,,,,The tagma that is connected anteriorly to the metapectal-propodeal complex at the propodeal foramen and consists of abdominal segments.,,,,http://purl.obolibrary.org/obo/HAO_0000012,,http://purl.obolibrary.org/obo/HAO_0000012,,,,,HAO:0000626,,,,metasoma,,HAO:0000626,,
http://purl.obolibrary.org/obo/HAO_0000637,midpit,,The depression that is located posteromedially on the mesoscutum.,false,,,http://purl.obolibrary.org/obo/HAO_0000241,,,,The depression that is located posteromedially on the mesoscutum.,,,medio-posterior mesoscutal depression,http://purl.obolibrary.org/obo/HAO_0000575,,http://purl.obolibrary.org/obo/HAO_0000575,,,,,HAO:0000637,,,,midpit,,HAO:0000637,,
http://purl.obolibrary.org/obo/HAO_0001572,dorsal surface of the mesoscutellum,,The area that surrounds the scutellar plate and differs from it in sculpture.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that surrounds the scutellar plate and differs from it in sculpture.,,,dorsal surface of scutellum,http://purl.obolibrary.org/obo/HAO_0000574,,http://purl.obolibrary.org/obo/HAO_0000574,,,,,HAO:0001572,,,,dorsal surface of the mesoscutellum,,HAO:0001572,,
http://purl.obolibrary.org/obo/HAO_0001583,central nervous system,,Collective name for all the nerve centers and their connective in the insect's body. In the context of Drosophila refers to the part of the nervous system consisting of the brain and ventral ganglia.,false,,,http://purl.obolibrary.org/obo/HAO_0001599,,,FBbt:00005094,Collective name for all the nerve centers and their connective in the insect's body. In the context of Drosophila refers to the part of the nervous system consisting of the brain and ventral ganglia.,,,,http://purl.obolibrary.org/obo/HAO_0001732,,http://purl.obolibrary.org/obo/HAO_0001732,,,,,HAO:0001583,,,,central nervous system,,HAO:0001583,,
http://purl.obolibrary.org/obo/HAO_0000986,syntergal translucent patch,,The translucent patch that is located submedially on the syntergum.,false,,,http://purl.obolibrary.org/obo/HAO_0001024,,,,The translucent patch that is located submedially on the syntergum.,,,,http://purl.obolibrary.org/obo/HAO_0000987,,http://purl.obolibrary.org/obo/HAO_0000987,,,,,HAO:0000986,,,,syntergal translucent patch,,HAO:0000986,,
http://purl.obolibrary.org/obo/HAO_0000997,tentorial arm,,The apodeme that extends between the posterior tentorial pit and the anterior tentorial pit.,false,,,http://purl.obolibrary.org/obo/HAO_0000142,,,,The apodeme that extends between the posterior tentorial pit and the anterior tentorial pit.,,,,http://purl.obolibrary.org/obo/HAO_0001003,,http://purl.obolibrary.org/obo/HAO_0001003,,,,,HAO:0000997,,,,tentorial arm,,HAO:0000997,,
http://purl.obolibrary.org/obo/HAO_0000189,cenchrus,,The conjunctiva that is folded and located on the anterior margin of the metanotum and covered (at least partially) with setae.,false,,,http://purl.obolibrary.org/obo/HAO_0000221,,,,The conjunctiva that is folded and located on the anterior margin of the metanotum and covered (at least partially) with setae.,,,,http://purl.obolibrary.org/obo/HAO_0000603,,http://purl.obolibrary.org/obo/HAO_0000603,,,,,HAO:0000189,,,,cenchrus,,HAO:0000189,,
http://purl.obolibrary.org/obo/HAO_0000549,mesofurcal pit,,The furcal pit that is located in the mesothorax.,false,,,http://purl.obolibrary.org/obo/HAO_0000366,,,,The furcal pit that is located in the mesothorax.,,,,http://purl.obolibrary.org/obo/HAO_0000557,,http://purl.obolibrary.org/obo/HAO_0000557,,,,,HAO:0000549,,,,mesofurcal pit,,HAO:0000549,,
http://purl.obolibrary.org/obo/HAO_0000824,prodiscrimenal lamella,,The discrimenal lamella that is located in the prothorax.,false,,,http://purl.obolibrary.org/obo/HAO_0000245,,,,The discrimenal lamella that is located in the prothorax.,,,,http://purl.obolibrary.org/obo/HAO_0000873,,http://purl.obolibrary.org/obo/HAO_0000873,,,,,HAO:0000824,,,,prodiscrimenal lamella,,HAO:0000824,,
http://purl.obolibrary.org/obo/HAO_0000613,metapleural ridge,,The pleural ridge that corresponds to the metapleural sulcus.,false,,,http://purl.obolibrary.org/obo/HAO_0000724,,,,The pleural ridge that corresponds to the metapleural sulcus.,,,,http://purl.obolibrary.org/obo/HAO_0000621,,http://purl.obolibrary.org/obo/HAO_0000621,,,,,HAO:0000613,,,,metapleural ridge,,HAO:0000613,,
http://purl.obolibrary.org/obo/HAO_0001210,tibial condyle of the mesobasitarsus,,The condyle that is located on the tibial articular process of the mesobasitarsus.,false,,,http://purl.obolibrary.org/obo/HAO_0000220,,,,The condyle that is located on the tibial articular process of the mesobasitarsus.,,,,http://purl.obolibrary.org/obo/HAO_0001213,,http://purl.obolibrary.org/obo/HAO_0001213,,,,,HAO:0001210,,,,tibial condyle of the mesobasitarsus,,HAO:0001210,,
http://purl.obolibrary.org/obo/HAO_0000178,basitarsus,,"The tarsomere that is the proximal most annulus of the tarsus, connected proximally with the tibia and distally with the second tarsomere via membranous conjunctivae.",false,,,http://purl.obolibrary.org/obo/HAO_0000991,,,,"The tarsomere that is the proximal most annulus of the tarsus, connected proximally with the tibia and distally with the second tarsomere via membranous conjunctivae.",,,first tarsomere,http://purl.obolibrary.org/obo/HAO_0000992,,http://purl.obolibrary.org/obo/HAO_0000992,,,,,HAO:0000178,,,,basitarsus,,HAO:0000178,,
http://purl.obolibrary.org/obo/HAO_0002314,dorsal head width,,The anatomical line between the intersections of the cranium contour and dorsal head line in frontal view.,false,,,http://purl.obolibrary.org/obo/HAO_0000008,,,,The anatomical line between the intersections of the cranium contour and dorsal head line in frontal view.,,,CWb,,,,,,,,HAO:0002314,,,,dorsal head width,,HAO:0002314,,
http://purl.obolibrary.org/obo/HAO_0001928,anterior extension of lateral axillar area,,"The area that is located anteroventrally on the lateral axillar area, accommodates the ventral part of the posterior extension of the preaxilla and bears the postmedian notal wing process.",false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,"The area that is located anteroventrally on the lateral axillar area, accommodates the ventral part of the posterior extension of the preaxilla and bears the postmedian notal wing process.",,,,http://purl.obolibrary.org/obo/HAO_0000468,,http://purl.obolibrary.org/obo/HAO_0000468,,,,,HAO:0001928,,,,anterior extension of lateral axillar area,,HAO:0001928,,
http://purl.obolibrary.org/obo/HAO_0000660,ocellar fovea,,The depression that extends along the lateral margin of a lateral ocellus or along anterior margin of the anterior ocellus.,false,,,http://purl.obolibrary.org/obo/HAO_0000241,,,,The depression that extends along the lateral margin of a lateral ocellus or along anterior margin of the anterior ocellus.,,,petite fossette triangulaire,http://purl.obolibrary.org/obo/HAO_0000234,,http://purl.obolibrary.org/obo/HAO_0000234,,,,,HAO:0000660,,,,ocellar fovea,,HAO:0000660,,
http://purl.obolibrary.org/obo/HAO_0001939,anterior cranio-mandibular articulation,,The articulation that is composed of the mandibular acetabulum and the pleurostomal condyle.,false,,,http://purl.obolibrary.org/obo/HAO_0000151,,,,The articulation that is composed of the mandibular acetabulum and the pleurostomal condyle.,,,anterior articulation of mandible,http://purl.obolibrary.org/obo/HAO_0000397,,http://purl.obolibrary.org/obo/HAO_0000397,,,,,HAO:0001939,,,,anterior cranio-mandibular articulation,,HAO:0001939,,
http://purl.obolibrary.org/obo/HAO_0000871,prosternal incision,,The notch that separates the basisternum from the furcasternum in the prosternum.,false,,,http://purl.obolibrary.org/obo/HAO_0000648,,,,The notch that separates the basisternum from the furcasternum in the prosternum.,,,,http://purl.obolibrary.org/obo/HAO_0000873,,http://purl.obolibrary.org/obo/HAO_0000873,,,,,HAO:0000871,,,,prosternal incision,,HAO:0000871,,
http://purl.obolibrary.org/obo/HAO_0001122,procoxa,,The coxa that is located on the fore leg.,false,,,http://purl.obolibrary.org/obo/HAO_0000228,,,,The coxa that is located on the fore leg.,,,forecoxa|fore coxa,http://purl.obolibrary.org/obo/HAO_0000349,,http://purl.obolibrary.org/obo/HAO_0000349,,,,,HAO:0001122,,,,procoxa,,HAO:0001122,,
http://purl.obolibrary.org/obo/HAO_0000594,metafurcal pit,,The furcal pit that is located in the metathorax.,false,,,http://purl.obolibrary.org/obo/HAO_0000366,,,,The furcal pit that is located in the metathorax.,,,,http://purl.obolibrary.org/obo/HAO_0000605,,http://purl.obolibrary.org/obo/HAO_0000605,,,,,HAO:0000594,,,,metafurcal pit,,HAO:0000594,,
http://purl.obolibrary.org/obo/HAO_0001986,basal node,,The projection that is located proximally on the external surface of the mandible distomedially of the mandibular condyle.,false,,,http://purl.obolibrary.org/obo/HAO_0000829,,,,The projection that is located proximally on the external surface of the mandible distomedially of the mandibular condyle.,,,,http://purl.obolibrary.org/obo/HAO_0000506,,http://purl.obolibrary.org/obo/HAO_0000506,,,,,HAO:0001986,,,,basal node,,HAO:0001986,,
http://purl.obolibrary.org/obo/HAO_0001975,lateral projection,,The corner that is located ventrolaterally on the ventral rim of clypeus.,false,,,http://purl.obolibrary.org/obo/HAO_0000223,,,,The corner that is located ventrolaterally on the ventral rim of clypeus.,,,,http://purl.obolibrary.org/obo/HAO_0000209,,http://purl.obolibrary.org/obo/HAO_0000209,,,,,HAO:0001975,,,,lateral projection,,HAO:0001975,,
http://purl.obolibrary.org/obo/HAO_0000444,intrinsic palpal muscle,,The labial muscle that arises from a palpal sclerite and inserts on the palpal sclerite distal to it.,false,,,http://purl.obolibrary.org/obo/HAO_0001551,,http://purl.obolibrary.org/obo/HAO_0000450,,The labial muscle that arises from a palpal sclerite and inserts on the palpal sclerite distal to it.,,,intrinsic labial palp muscle,,,,,,,,HAO:0000444,,,,intrinsic palpal muscle,,HAO:0000444,,
http://purl.obolibrary.org/obo/HAO_0000455,labral seta,,The seta that is located on the labrum.,false,,,http://purl.obolibrary.org/obo/HAO_0002299,,,,The seta that is located on the labrum.,,,anterior labral seta,http://purl.obolibrary.org/obo/HAO_0000456,,http://purl.obolibrary.org/obo/HAO_0000456,,,,,HAO:0000455,,,,labral seta,,HAO:0000455,,
http://purl.obolibrary.org/obo/HAO_0002236,salivary duct,,The duct that leads from the salivary gland.,false,,,http://purl.obolibrary.org/obo/HAO_0000282,,,,The duct that leads from the salivary gland.,,,,http://purl.obolibrary.org/obo/HAO_0002235,,http://purl.obolibrary.org/obo/HAO_0002235,,,,,HAO:0002236,,,,salivary duct,,HAO:0002236,,
http://purl.obolibrary.org/obo/HAO_0001190,ctenidium,,The process that is located on the annulus.,false,,,http://purl.obolibrary.org/obo/HAO_0000822,,,,The process that is located on the annulus.,,,,http://purl.obolibrary.org/obo/HAO_0000096,,http://purl.obolibrary.org/obo/HAO_0000096,,,,,HAO:0001190,,,,ctenidium,,HAO:0001190,,
http://purl.obolibrary.org/obo/HAO_0001548,laminated bridge,,The area that is located proximally on the notal membrane near the processus articularis is sclerotised and is continuous with the second valvulae.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is located proximally on the notal membrane near the processus articularis is sclerotised and is continuous with the second valvulae.,,,,http://purl.obolibrary.org/obo/HAO_0001733,,http://purl.obolibrary.org/obo/HAO_0001733,,,,,HAO:0001548,,,,laminated bridge,,HAO:0001548,,
http://purl.obolibrary.org/obo/HAO_0001559,interorbital plane,,The area that is defined by the anatomical lines that are tangent to a point at the minimal distance from the eyes to the lateral ocelli.,false,,,http://purl.obolibrary.org/obo/HAO_0000146,,,,The area that is defined by the anatomical lines that are tangent to a point at the minimal distance from the eyes to the lateral ocelli.,,,,http://purl.obolibrary.org/obo/HAO_0000234,,http://purl.obolibrary.org/obo/HAO_0000234,,,,,HAO:0001559,,,,interorbital plane,,HAO:0001559,,
http://purl.obolibrary.org/obo/HAO_0000291,endophallus,,The conjunctiva that connects the gonopore with the penisvalvae.,false,,,http://purl.obolibrary.org/obo/HAO_0000221,,,,The conjunctiva that connects the gonopore with the penisvalvae.,,,penis,http://purl.obolibrary.org/obo/HAO_0000091,,http://purl.obolibrary.org/obo/HAO_0000091,,,,,HAO:0000291,,,,endophallus,,HAO:0000291,,
http://purl.obolibrary.org/obo/HAO_0002283,anteroventral foramen of metapleuron,,"The anatomical space delimited by a notch on the margin of the metapleuron in its anteroventral corner, opening towards a depression in the anterior part of the metasubpleuron.",false,,,http://purl.obolibrary.org/obo/HAO_0000005,,,,"The anatomical space delimited by a notch on the margin of the metapleuron in its anteroventral corner, opening towards a depression in the anterior part of the metasubpleuron.",,,,,,,,,,,HAO:0002283,,,,anteroventral foramen of metapleuron,,HAO:0002283,,
http://purl.obolibrary.org/obo/HAO_0000106,antennal suture,,The sulcus that surrounds the torulus.,false,,,http://purl.obolibrary.org/obo/HAO_0000978,,,,The sulcus that surrounds the torulus.,,,,http://purl.obolibrary.org/obo/HAO_0000316,,http://purl.obolibrary.org/obo/HAO_0000316,,,,,HAO:0000106,,,,antennal suture,,HAO:0000106,,
http://purl.obolibrary.org/obo/HAO_0002294,posteroventral corner of metapleuron,,The corner at the intersection of the ventrolateral and posterior margin of the metapleuron.,false,,,http://purl.obolibrary.org/obo/HAO_0000223,,,,The corner at the intersection of the ventrolateral and posterior margin of the metapleuron.,,,metapleural triangle,http://purl.obolibrary.org/obo/HAO_0000604,,http://purl.obolibrary.org/obo/HAO_0000604,,,,,HAO:0002294,,,,posteroventral corner of metapleuron,,HAO:0002294,,
http://purl.obolibrary.org/obo/HAO_0000996,tendon,,"The portion of tissue that is fibrous, strong, composed of tendon cells and connects the muscle to the integument.",false,,,http://purl.obolibrary.org/obo/HAO_0000043,,,,"The portion of tissue that is fibrous, strong, composed of tendon cells and connects the muscle to the integument.",,,,http://purl.obolibrary.org/obo/HAO_0000182,,http://purl.obolibrary.org/obo/HAO_0000182,,,,,HAO:0000996,,,,tendon,,HAO:0000996,,
http://purl.obolibrary.org/obo/HAO_0002121,inner lobe of the lacinia,,The lacinial lobe that is medial to the outer lobe of the lacinia.,false,,,http://purl.obolibrary.org/obo/HAO_0000457,,,,The lacinial lobe that is medial to the outer lobe of the lacinia.,,,Innenlappen der Lacinia,http://purl.obolibrary.org/obo/HAO_0000513,,http://purl.obolibrary.org/obo/HAO_0000513,,,,,HAO:0002121,,,,inner lobe of the lacinia,,HAO:0002121,,
http://purl.obolibrary.org/obo/HAO_0002132,galeal crown,,The galeal fringe that extends along the distal margin of the distal galeal plate.,false,,,http://purl.obolibrary.org/obo/HAO_0002133,,,,The galeal fringe that extends along the distal margin of the distal galeal plate.,,,,http://purl.obolibrary.org/obo/HAO_0002126,,http://purl.obolibrary.org/obo/HAO_0002126,,,,,HAO:0002132,,,,galeal crown,,HAO:0002132,,
